   90.5000   32.5000    0.0000    3.2710    1.0000
   90.5000   32.0000    0.0000    3.2870    1.0000
   90.5000   31.5000    0.0000    3.3150    1.0000
   90.5000   31.0000    0.0000    3.3460    1.0000
   90.5000   30.5000    0.0000    3.3702    1.0001
   90.5000   30.0000    0.0000    3.3764    1.0001
   90.5000   29.5000    0.0000    3.3643    0.9999
   90.5000   29.0000    0.0000    3.3291    1.0000
   90.5000   28.5000    0.0000    3.2910    1.0000
   90.5000   28.0000    0.0000    3.2680    1.0000
   91.0000   32.5000    0.0000    3.2750    1.0000
   91.0000   32.0000    0.0000    3.2894    1.0000
   91.0000   31.5000    0.0000    3.3147    1.0001
   91.0000   31.0000    0.0000    3.3474    1.0006
   91.0000   30.5000    0.0000    3.3413    1.0043
   91.0000   30.0000    0.0000    3.2840    1.0021
   91.0000   29.5000    0.0000    3.4229    0.9925
   91.0000   29.0000    0.0000    3.3563    0.9992
   91.0000   28.5000    0.0000    3.2992    1.0000
   91.0000   28.0000    0.0000    3.2740    1.0000
   91.5000   32.5000    0.0000    3.2860    1.0000
   91.5000   32.0000    0.0000    3.3005    0.9998
   91.5000   31.5000    0.0000    3.3287    1.0011
   91.5000   31.0000    0.0000    3.3811    1.0106
   91.5000   30.5000    0.0000    3.1629    1.0235
   91.5000   30.0000    0.0000    3.2204    0.9956
   91.5000   29.5000    0.0000    3.8247    0.9553
   91.5000   29.0000    0.0000    3.4490    1.0005
   91.5000   28.5000    0.0000    3.3118    1.0027
   91.5000   28.0000    0.0000    3.2910    1.0000
   92.0000   32.5000    0.0000    3.3029    1.0000
   92.0000   32.0000    0.0000    3.3167    0.9986
   92.0000   31.5000    0.0000    3.0544    0.9894
   92.0000   31.0000    0.0000    3.2596    1.0119
   92.0000   30.5000    0.0000    3.1615    1.0388
   92.0000   30.0000    0.0000    3.2774    1.0016
   92.0000   29.5000    0.0000    3.6738    0.9746
   92.0000   29.0000    0.0000    3.0067    1.0364
   92.0000   28.5000    0.0000    3.2411    1.0139
   92.0000   28.0000    0.0000    3.3150    1.0000
   92.5000   32.5000    0.0000    3.3232    0.9998
   92.5000   32.0000    0.0000    3.6086    0.9932
   92.5000   31.5000    0.0000    2.8715    0.9402
   92.5000   31.0000    0.0000    3.1331    0.9575
   92.5000   30.5000    0.0000    3.5087    1.0308
   92.5000   30.0000    0.0000    3.0959    1.0326
   92.5000   29.5000    0.0000    3.0906    1.0149
   92.5000   29.0000    0.0000    3.1439    1.0203
   92.5000   28.5000    0.0000    3.3508    1.0079
   92.5000   28.0000    0.0000    3.3363    1.0001
   93.0000   32.5000    0.0000    3.3201    0.9985
   93.0000   32.0000    0.0000    3.4909    0.9899
   93.0000   31.5000    0.0000    3.0974    0.9690
   93.0000   31.0000    0.0000    3.4704    1.0140
   93.0000   30.5000    0.0000    3.3634    1.0009
   93.0000   30.0000    0.0000    3.3786    0.9979
   93.0000   29.5000    0.0000    3.4163    0.9915
   93.0000   29.0000    0.0000    3.8653    0.9797
   93.0000   28.5000    0.0000    3.4447    1.0008
   93.0000   28.0000    0.0000    3.3411    1.0000
   93.5000   32.5000    0.0000    3.3439    0.9972
   93.5000   32.0000    0.0000    3.0469    0.9492
   93.5000   31.5000    0.0000    2.8913    0.9671
   93.5000   31.0000    0.0000    3.4858    1.0238
   93.5000   30.5000    0.0000    3.4249    0.9890
   93.5000   30.0000    0.0000    3.3530    1.0162
   93.5000   29.5000    0.0000    3.2043    1.0170
   93.5000   29.0000    0.0000    3.3091    1.0114
   93.5000   28.5000    0.0000    3.3315    1.0031
   93.5000   28.0000    0.0000    3.3320    1.0000
   94.0000   32.5000    0.0000    3.3565    1.0002
   94.0000   32.0000    0.0000    3.1652    0.9669
   94.0000   31.5000    0.0000    3.3437    0.9380
   94.0000   31.0000    0.0000    3.5763    1.0212
   94.0000   30.5000    0.0000    3.1129    1.0149
   94.0000   30.0000    0.0000    3.0381    1.0318
   94.0000   29.5000    0.0000    3.6088    1.0133
   94.0000   29.0000    0.0000    3.3493    1.0252
   94.0000   28.5000    0.0000    3.3248    1.0026
   94.0000   28.0000    0.0000    3.3160    1.0000
   94.5000   32.5000    0.0000    3.3286    1.0013
   94.5000   32.0000    0.0000    3.2021    1.0135
   94.5000   31.5000    0.0000    3.4246    1.0067
   94.5000   31.0000    0.0000    3.4025    0.9886
   94.5000   30.5000    0.0000    3.3375    1.0173
   94.5000   30.0000    0.0000    3.3117    1.0184
   94.5000   29.5000    0.0000    3.2624    1.0171
   94.5000   29.0000    0.0000    3.3245    1.0264
   94.5000   28.5000    0.0000    3.3340    1.0018
   94.5000   28.0000    0.0000    3.3060    1.0000
   95.0000   32.5000    0.0000    3.3121    1.0001
   95.0000   32.0000    0.0000    3.1193    1.0091
   95.0000   31.5000    0.0000    3.4132    1.0136
   95.0000   31.0000    0.0000    3.4782    1.0050
   95.0000   30.5000    0.0000    3.3823    1.0217
   95.0000   30.0000    0.0000    3.0834    0.9742
   95.0000   29.5000    0.0000    2.6882    0.9586
   95.0000   29.0000    0.0000    3.1896    1.0130
   95.0000   28.5000    0.0000    3.3199    1.0008
   95.0000   28.0000    0.0000    3.3120    1.0000
   95.5000   32.5000    0.0000    3.2688    0.9995
   95.5000   32.0000    0.0000    2.9015    0.9752
   95.5000   31.5000    0.0000    3.0236    0.9010
   95.5000   31.0000    0.0000    3.3402    1.0245
   95.5000   30.5000    0.0000    3.3533    1.0155
   95.5000   30.0000    0.0000    3.2334    0.9951
   95.5000   29.5000    0.0000    3.3422    0.9613
   95.5000   29.0000    0.0000    3.2351    1.0007
   95.5000   28.5000    0.0000    3.3302    1.0001
   95.5000   28.0000    0.0000    3.3350    1.0000
